approx_playtime,song_id,artist,song_name
"2021-11-16 17:50","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-16 17:53","song-185218","Matthew West","Hello, My Name Is"
"2021-11-16 17:56","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-16 18:00","song-184477","Jeremy Camp","Keep Me In The Moment"
"2021-11-16 18:03","song-185631","Phil Wickham","Your Love Awakens Me"
"2021-11-16 18:07","song-188555","for KING & COUNTRY","Relate"
"2021-11-16 18:10","song-185005","Michael W. Smith","Mighty To Save"
"2021-11-16 18:17","song-188536","Mike Donehey","All Together"
"2021-11-16 18:20","song-188557","We Are Messengers","Come What May"
"2021-11-16 18:23","song-187562","Zach Williams","Rescue Story"
"2021-11-16 18:29","song-188507","Anne Wilson","My Jesus"
"2021-11-16 18:32","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-16 18:37","song-187973","Chris Tomlin","Who You Are To Me [feat. Lady A]"
"2021-11-16 18:45","song-188514","Blanca","Even At My Worst"
"2021-11-16 18:49","song-186788","Sidewalk Prophets","Save My Life"
"2021-11-16 18:52","song-188505","Tasha Layton","Look What You've Done"
"2021-11-16 18:55","song-188167","Ben Rector","The Thanksgiving Song"
"2021-11-16 18:58","song-187642","Cory Asbury","Reckless Love"
"2021-11-16 19:02","song-183635","TobyMac","Everything"
"2021-11-16 19:06","song-188522","Matthew West","What If"
"2021-11-16 19:09","song-187557","Tauren Wells","Famous For (I Believe)"
"2021-11-16 19:21","song-187181","Finding Favour","Cast My Cares"
"2021-11-16 19:24","song-188539","Crowder","In The house"
"2021-11-16 19:27","song-184200","Kutless","What Faith Can Do"
"2021-11-16 19:32","song-188530","Jeremy Camp","When You Speak"
"2021-11-16 19:35","song-187967","Danny Gokey","Love God, Love People"
"2021-11-16 19:38","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-16 19:44","song-188329","MercyMe","Say I Won't"
"2021-11-16 19:48","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-16 19:53","song-187308","Lauren Daigle","First"
"2021-11-16 19:56","song-188495","Phil Wickham","House Of The Lord"
"2021-11-16 20:01","song-188489","Dante Bowe","Joyful"
"2021-11-16 20:03","song-184111","Big Daddy Weave","Overwhelmed"
"2021-11-16 20:08","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-16 20:10","song-183993","Hillsong Worship","What A Beautiful Name"
"2021-11-16 20:17","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-16 20:21","song-188555","for KING & COUNTRY","Relate"
"2021-11-16 20:24","song-183875","Lincoln Brewster","Made New"
"2021-11-16 20:28","song-188507","Anne Wilson","My Jesus"
"2021-11-16 20:31","song-188560","Danny Gokey","Stand In Faith"
"2021-11-16 20:35","song-188027","Matthew West","Truth Be Told"
"2021-11-16 20:45","song-188557","We Are Messengers","Come What May"
"2021-11-16 20:48","song-187632","Austin French","Born Again"
"2021-11-16 20:51","song-188559","TobyMac","Promised Land"
"2021-11-16 20:54","song-188562","Mac Powell","River of Life"
"2021-11-16 20:57","song-187554","Tauren Wells","God's Not Done With You"
"2021-11-16 21:01","song-188003","Josh Baldwin","Evidence"
"2021-11-16 21:04","song-186532","Tenth Avenue North","Control (Somehow You Want Me)"
"2021-11-16 21:09","song-185308","Building 429","Fear No More"
"2021-11-16 21:12","song-188514","Blanca","Even At My Worst"
"2021-11-16 21:17","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-16 21:21","song-188522","Matthew West","What If"
"2021-11-16 21:25","song-183335","Chris Tomlin","Home"
"2021-11-16 21:28","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-16 21:32","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-16 21:35","song-188475","Evan Craft","Be Alright (Feat. Danny Gokey & Redimi2)"
"2021-11-16 21:38","song-188530","Jeremy Camp","When You Speak"
"2021-11-16 21:44","song-187532","Jesus Culture","Fierce (feat. Chris Quilala)"
"2021-11-16 21:48","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-16 21:52","song-187066","One Sonic Society","Great Are You Lord"
"2021-11-16 21:56","song-187202","Hillsong United","So Will I (100 Billion X)"
"2021-11-16 22:01","song-186916","Kristian Stanfill","One Thing Remains (feat. Kristian Stanfill)"
"2021-11-16 22:05","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-16 22:09","song-187573","Micah Tyler","Amen"
"2021-11-16 22:12","song-188511","CeCe Winans","Believe For It"
"2021-11-16 22:19","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-16 22:22","song-185230","Matthew West","The God Who Stays"
"2021-11-16 22:26","song-188505","Tasha Layton","Look What You've Done"
"2021-11-16 22:30","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-16 22:32","song-188130","Jeremy Camp","Out of My Hands"
"2021-11-16 22:36","song-184498","Plumb","God Help Me"
"2021-11-16 22:40","song-188539","Crowder","In The house"
"2021-11-16 22:45","song-187730","Cochren & Co.","One Day"
"2021-11-16 22:49","song-188555","for KING & COUNTRY","Relate"
"2021-11-16 22:52","song-188435","Kari Jobe","The Blessing (Feat. Cody Carnes)"
"2021-11-16 22:56","song-187316","Lauren Daigle","You Say"
"2021-11-16 23:01","song-188411","Casting Crowns","Nobody"
"2021-11-16 23:04","song-187561","Zach Williams","Survivor"
"2021-11-16 23:08","song-188557","We Are Messengers","Come What May"
"2021-11-16 23:11","song-185695","Brandon Heath","Give Me Your Eyes"
"2021-11-16 23:16","song-188569","Riley Clemmons","For The Good"
"2021-11-16 23:19","song-188514","Blanca","Even At My Worst"
"2021-11-16 23:23","song-183339","Chris Tomlin","Nobody Loves Me Like You"
"2021-11-16 23:27","song-187788","Elevation Worship","RATTLE!"
"2021-11-16 23:31","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-16 23:34","song-186610","Matt Maher","Alive & Breathing"
"2021-11-16 23:38","song-188522","Matthew West","What If"
"2021-11-16 23:45","song-185486","The Afters","Well Done"
"2021-11-16 23:49","song-187293","Crowder","Come As You Are"
"2021-11-16 23:53","song-188560","Danny Gokey","Stand In Faith"
"2021-11-16 23:56","song-188445","We The Kingdom","Child of Love (feat. Bear Rhinehart)"
"2021-11-17 00:00","song-186935","Ryan Stevenson","With Lifted Hands"
"2021-11-17 00:04","song-188530","Jeremy Camp","When You Speak"
"2021-11-17 00:07","song-187968","Josh Wilson","Revolutionary"
"2021-11-17 00:10","song-188526","Ryan Ellis","Heart of the Father"
"2021-11-17 00:15","song-184113","Big Daddy Weave","The Lion And The Lamb"
"2021-11-17 00:19","song-188559","TobyMac","Promised Land"
"2021-11-17 00:26","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-17 00:31","song-187755","Elevation Worship","Graves Into Gardens"
"2021-11-17 00:35","song-187743","We The Kingdom","Holy Water"
"2021-11-17 00:39","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-17 00:44","song-183287","Third Day","Soul On Fire (feat. All Sons & Daughters)"
"2021-11-17 00:48","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-17 00:50","song-184181","MercyMe","Grace Got You"
"2021-11-17 00:54","song-187521","We Are Messengers","Everything Comes Alive"
"2021-11-17 00:57","song-186749","Jonny Diaz","Breathe"
"2021-11-17 01:01","song-188511","CeCe Winans","Believe For It"
"2021-11-17 01:04","song-187319","Lauren Daigle","Rescue"
"2021-11-17 01:08","song-188555","for KING & COUNTRY","Relate"
"2021-11-17 01:11","song-184595","David Crowder Band","How He Loves"
"2021-11-17 01:16","song-188536","Mike Donehey","All Together"
"2021-11-17 01:19","song-188557","We Are Messengers","Come What May"
"2021-11-17 01:23","song-187410","Danny Gokey","Haven't Seen It Yet"
"2021-11-17 01:27","song-188507","Anne Wilson","My Jesus"
"2021-11-17 01:30","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-17 01:34","song-187614","Elevation Worship","See A Victory"
"2021-11-17 01:39","song-188514","Blanca","Even At My Worst"
"2021-11-17 01:45","song-185392","Casting Crowns","Glorious Day (Living He Loved Me)"
"2021-11-17 01:49","song-183986","Hillsong Worship","Cornerstone"
"2021-11-17 01:52","song-188505","Tasha Layton","Look What You've Done"
"2021-11-17 01:56","song-188540","NEEDTOBREATHE","I Am Yours"
"2021-11-17 02:00","song-183331","Chris Tomlin","Good Good Father"
"2021-11-17 02:04","song-187643","Cory Asbury","The Father's House"
"2021-11-17 02:08","song-188522","Matthew West","What If"
"2021-11-17 02:12","song-188564","Andrew Ripp","Rejoice"
"2021-11-17 02:19","song-187445","I AM THEY","No Impossible with You"
"2021-11-17 02:22","song-188539","Crowder","In The house"
"2021-11-17 02:25","song-184182","MercyMe","Best News Ever"
"2021-11-17 02:28","song-188530","Jeremy Camp","When You Speak"
"2021-11-17 02:31","song-184117","Big Daddy Weave","I Know"
"2021-11-17 02:36","song-186589","Matt Maher","Your Grace Is Enough"
"2021-11-17 02:40","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-17 02:45","song-188026","Phil Wickham","Battle Belongs"
"2021-11-17 02:49","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-17 02:53","song-187512","Jordan Feliz","Changed"
"2021-11-17 02:56","song-187788","Elevation Worship","RATTLE!"
"2021-11-17 03:00","song-183879","Lincoln Brewster","No One Like Our God"
"2021-11-17 03:05","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-17 03:05","song-0","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-17 03:07","song-188332","Zach Williams","Less Like Me"
"2021-11-17 03:11","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-17 03:17","song-187036","7eventh Time Down","God Is On The Move"
"2021-11-17 03:20","song-188560","Danny Gokey","Stand In Faith"
"2021-11-17 03:23","song-184522","Sanctus Real","Forgiven"
"2021-11-17 03:27","song-188555","for KING & COUNTRY","Relate"
"2021-11-17 03:30","song-188416","Michael W. Smith","Waymaker"
"2021-11-17 03:33","song-186519","Tenth Avenue North","You Are More"
"2021-11-17 03:37","song-188559","TobyMac","Promised Land"
"2021-11-17 03:41","song-188489","Dante Bowe","Joyful"
"2021-11-17 03:43","song-188557","We Are Messengers","Come What May"
"2021-11-17 03:47","song-187570","Micah Tyler","Never Been A Moment"
"2021-11-17 03:50","song-188492","CAIN","Yes He Can"
"2021-11-17 03:53","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-17 03:57","song-187294","Crowder","Lift Your Head Weary Sinner (Chains)"
"2021-11-17 04:00","song-187557","Tauren Wells","Famous For (I Believe)"
"2021-11-17 04:04","song-186789","Sidewalk Prophets","Prodigal"
"2021-11-17 04:08","song-188522","Matthew West","What If"
"2021-11-17 04:11","song-185479","The Afters","Every Good Thing"
"2021-11-17 04:15","song-188569","Riley Clemmons","For The Good"
"2021-11-17 04:19","song-188530","Jeremy Camp","When You Speak"
"2021-11-17 04:22","song-184941","Matt Redman","10,000 Reasons"
"2021-11-17 04:26","song-188495","Phil Wickham","House Of The Lord"
"2021-11-17 04:30","song-188539","Crowder","In The house"
"2021-11-17 04:33","song-186937","Ryan Stevenson","Amadeo (Still My God)"
"2021-11-17 04:37","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-17 04:43","song-187113","Unspoken","Reason"
"2021-11-17 04:46","song-186546","Josh Wilson","I Refuse"
"2021-11-17 04:49","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-17 04:53","song-188454","TobyMac","Help Is On The Way (Maybe Midnight)"
"2021-11-17 04:56","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-17 04:59","song-185488","The Afters","I Will Fear No More"
"2021-11-17 05:03","song-184115","Big Daddy Weave","Alive"
"2021-11-17 05:06","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-17 05:09","song-187210","Hillsong United","Another In The Fire"
"2021-11-17 05:13","song-188526","Ryan Ellis","Heart of the Father"
"2021-11-17 05:19","song-186888","Chris August","Starry Night"
"2021-11-17 05:22","song-188560","Danny Gokey","Stand In Faith"
"2021-11-17 05:25","song-184474","Jeremy Camp","Word Of Life"
"2021-11-17 05:28","song-188555","for KING & COUNTRY","Relate"
"2021-11-17 05:31","song-188010","CAIN","Rise Up (Lazarus)"
"2021-11-17 05:34","song-185409","Casting Crowns","Love Moved First"
"2021-11-17 05:38","song-188559","TobyMac","Promised Land"
"2021-11-17 05:42","song-188027","Matthew West","Truth Be Told"
"2021-11-17 05:46","song-188557","We Are Messengers","Come What May"
"2021-11-17 05:49","song-187559","Zach Williams","Old Church Choir"
"2021-11-17 05:52","song-188507","Anne Wilson","My Jesus"
"2021-11-17 05:55","song-188536","Mike Donehey","All Together"
"2021-11-17 05:58","song-187442","I AM THEY","Scars"
"2021-11-17 06:03","song-183321","Chris Tomlin","Whom Shall I Fear (God of Angel Armies)"
"2021-11-17 06:07","song-188514","Blanca","Even At My Worst"
"2021-11-17 06:10","song-188329","MercyMe","Say I Won't"
"2021-11-17 06:14","song-188564","Andrew Ripp","Rejoice"
"2021-11-17 06:22","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-17 06:26","song-187054","for KING & COUNTRY","It's Not Over Yet"
"2021-11-17 06:29","song-188522","Matthew West","What If"
"2021-11-17 06:34","song-188450","Lauren Daigle","Hold On To Me"
"2021-11-17 06:37","song-184715","Aaron Shust","My Hope Is In You"
"2021-11-17 06:41","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-17 06:47","song-188474","Rhett Walker","Gospel Song"
"2021-11-17 06:50","song-188530","Jeremy Camp","When You Speak"
"2021-11-17 06:53","song-187404","Danny Gokey","Tell Your Heart To Beat Again"
"2021-11-17 06:57","song-188492","CAIN","Yes He Can"
"2021-11-17 07:00","song-188186","Jordan St. Cyr","Fires"
"2021-11-17 07:04","song-187513","Jordan Feliz","Faith"
"2021-11-17 07:08","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-17 07:12","song-188568","Brandon Lake","Too Good To Not Believe (feat. Jenn Johnson)"
"2021-11-17 07:18","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-17 07:21","song-185475","The Afters","Lift Me Up"
"2021-11-17 07:25","song-188503","Tauren Wells","Until Grace (feat. Rascal Flatts)"
"2021-11-17 07:30","song-188505","Tasha Layton","Look What You've Done"
"2021-11-17 07:33","song-186610","Matt Maher","Alive & Breathing"
"2021-11-17 07:37","song-188555","for KING & COUNTRY","Relate"
"2021-11-17 07:43","song-183017","Newsboys","God's Not Dead (Like a Lion)"
"2021-11-17 07:47","song-184523","Sanctus Real","Lead Me"
"2021-11-17 07:51","song-188539","Crowder","In The house"
"2021-11-17 07:54","song-187563","Zach Williams","There Was Jesus"
"2021-11-17 07:58","song-187554","Tauren Wells","God's Not Done With You"
"2021-11-17 08:01","song-184476","Jeremy Camp","Dead Man Walking"
"2021-11-17 08:04","song-188557","We Are Messengers","Come What May"
"2021-11-17 08:07","song-187973","Chris Tomlin","Who You Are To Me [feat. Lady A]"
"2021-11-17 08:11","song-188570","Jon Reddick","God, Turn It Around (feat. Matt Maher)"
"2021-11-17 08:18","song-188561","Jordan St. Cyr","Weary Traveler"
"2021-11-17 08:21","song-186919","Kristian Stanfill","My Heart Is Yours (feat. Kristian Stanfill)"
"2021-11-17 08:25","song-188514","Blanca","Even At My Worst"
"2021-11-17 08:31","song-188562","Mac Powell","River of Life"
"2021-11-17 08:33","song-187971","NEEDTOBREATHE","Who Am I"
"2021-11-17 08:37","song-188560","Danny Gokey","Stand In Faith"
"2021-11-17 08:42","song-187573","Micah Tyler","Amen"
"2021-11-17 08:45","song-188522","Matthew West","What If"
"2021-11-17 08:49","song-183997","Hillsong Worship","Who You Say I Am"
"2021-11-17 08:52","song-188495","Phil Wickham","House Of The Lord"
"2021-11-17 08:56","song-187319","Lauren Daigle","Rescue"
"2021-11-17 08:59","song-187731","Switch","Symphony (feat. Dillon Chase)"
"2021-11-17 09:03","song-188333","Crowder","Good God Almighty"
"2021-11-17 09:06","song-183876","Lincoln Brewster","There Is Power"
"2021-11-17 09:10","song-188530","Jeremy Camp","When You Speak"
"2021-11-17 09:13","song-188571","MercyMe","On Our Way (feat. Sam Wesley)"
"2021-11-17 09:20","song-188534","Casting Crowns","Scars In Heaven"
"2021-11-17 09:24","song-187728","Cochren & Co.","Church (Take Me Back)"
"2021-11-17 09:27","song-187788","Elevation Worship","RATTLE!"
"2021-11-17 09:32","song-188559","TobyMac","Promised Land"
"2021-11-17 09:36","song-187987","Colton Dixon","Miracles"
"2021-11-17 09:38","song-188538","Chris Tomlin","Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)"
"2021-11-17 09:44","song-185700","Brandon Heath","The Light In Me"
"2021-11-17 09:49","song-187405","Danny Gokey","Rise"
"2021-11-17 09:52","song-188563","Sanctus Real","My God Is Still The Same"
"2021-11-17 09:56","song-184477","Jeremy Camp","Keep Me In The Moment"
"2021-11-17 10:02","song-185218","Matthew West","Hello, My Name Is"
"2021-11-17 10:06","song-188555","for KING & COUNTRY","Relate"
"2021-11-17 10:09","song-188025","Andrew Ripp","Jericho"
"2021-11-17 10:12","song-188569","Riley Clemmons","For The Good"
"2021-11-17 10:19","song-188488","Maverick City Music","Promises (feat. Joe L. Barnes & Naomi Raine)"
"2021-11-17 10:23","song-185631","Phil Wickham","Your Love Awakens Me"
"2021-11-17 10:27","song-188557","We Are Messengers","Come What May"
"2021-11-17 10:32","song-187755","Elevation Worship","Graves Into Gardens"
"2021-11-17 10:36","song-186869","Dave Barnes","God Gave Me You"
"2021-11-17 10:40","song-188505","Tasha Layton","Look What You've Done"
"2021-11-17 10:46","song-188130","Jeremy Camp","Out of My Hands"
"2021-11-17 10:50","song-188514","Blanca","Even At My Worst"
"2021-11-17 10:54","song-184183","MercyMe","Almost Home"
"2021-11-17 10:58","song-188507","Anne Wilson","My Jesus"
